5,2	0	0	0	0	0	0	0	0	0	0	0	0
0,4	0	0	0	0	0	0	0	0	0	0	0	0
81,7475596	87,6324836	90,4396972	92,2656648	93,24667	93,7063716	94,2311612	94,6040152	94,1864392	93,895696	94,0026208	93,769536	93,4644144
92,0917176	86,4615384	95,6307692	0	0	0	0	0	0	0	0	0	0
0,029502	-0,0307732	-0,0033124	0,0027548	0,00079	0,0004052	0,0015664	0,0021652	-0,0008732	-0,0004168	-0,00244	0,0002872	0,0000688
-0,0307732	0,0737288	-0,0334984	-0,014698	-0,0032964	0,0013952	0,00029	-0,0020944	0,0044008	0,000538	0,0012888	-0,0005408	-0,0014756
-0,0033124	-0,0334984	0,0900612	-0,0291892	-0,0137488	-0,0109632	-0,001916	0,0019176	-0,0033988	0,0014468	0,0008496	-0,000376	0,000988
0,0027548	-0,014698	-0,0291892	0,1010536	-0,02937	-0,0136876	-0,0076128	-0,002172	-0,0059168	-0,000056	-0,000226	0,0004252	0,0006392
0,00079	-0,0032964	-0,0137488	-0,02937	0,109572	-0,0274948	-0,0137252	-0,0094692	-0,0061348	-0,0019196	-0,0020968	0,0012416	-0,001396
0,0004052	0,0013952	-0,0109632	-0,0136876	-0,0274948	0,1167448	-0,0249068	-0,0116428	-0,0099788	-0,0041012	-0,0010784	-0,000724	-0,0012012
0,0015664	0,00029	-0,001916	-0,0076128	-0,0137252	-0,0249068	0,1182624	-0,02669	-0,0102184	-0,0117284	-0,0077248	-0,002132	-0,00142
0,0021652	-0,0020944	0,0019176	-0,002172	-0,0094692	-0,0116428	-0,02669	0,1148084	-0,0165872	-0,0149844	-0,0086456	-0,0067276	-0,00892
-0,0008732	0,0044008	-0,0033988	-0,0059168	-0,0061348	-0,0099788	-0,0102184	-0,0165872	0,1163692	-0,0259824	-0,01021	-0,0047504	-0,0041872
-0,0004168	0,000538	0,0014468	-0,000056	-0,0019196	-0,0041012	-0,0117284	-0,0149844	-0,0259824	0,117228	-0,0275756	-0,0154832	-0,0095108
-0,00244	0,0012888	0,0008496	-0,000226	-0,0020968	-0,0010784	-0,0077248	-0,0086456	-0,01021	-0,0275756	0,1110812	-0,0351232	-0,017816
0,0002872	-0,0005408	-0,000376	0,0004252	0,0012416	-0,000724	-0,002132	-0,0067276	-0,0047504	-0,0154832	-0,0351232	0,10866	-0,0439196
0,0000688	-0,0014756	0,000988	0,0006392	-0,001396	-0,0012012	-0,00142	-0,00892	-0,0041872	-0,0095108	-0,017816	-0,0439196	0,1034136
0,4	0	0	0	0	0	0	0	0	0	0	0	0
51,4165344	51,8820424	52,7613944	53,4649644	53,4634408	53,2199804	52,832818	52,272558	51,0342624	50,1469256	49,6105904	48,915426	48,014782
